,Tokens,yomi,pos,difficulty,wtype,KNOW,WRITE,READ,SPEAK,LISTEN
9885,登録,トウロク,名詞,upper intermediate,Chinese,1.88754348673174,0.595424958607677,1.01593318438884,0.887921474695763,1.10481841989417
9887,討論,トウロン,名詞,upper intermediate,Chinese,1.59089360932292,0.205958440492726,0.543247029605919,0.307578823273598,0.53572204011396
9899,遠回り,トオマワリ,名詞,upper intermediate,native Jap.,1.57199039397687,0.10161501022174,0.432247532819232,0.650141357204275,0.652958559082085
9904,通り過ぎる,トオリスギル,動詞2類,upper intermediate,native Jap.,1.95254555409596,0.668773374865152,0.817454452289932,0.939533586012859,0.843948818275714
9905,通り抜け,トオリヌケ,名詞,upper intermediate,native Jap.,1.5893209052086,0.235528676911888,0.533090570626791,0.402689845907922,0.435827953896681
9906,通り抜ける,トオリヌケル,動詞2類,upper intermediate,native Jap.,1.81293337147572,0.532269729372376,0.895160358949696,0.780235289069689,0.93551654267659
9909,溶かす,トカス,動詞1類,upper intermediate,native Jap.,1.63001035949583,0.431437860159511,0.649888464147033,0.518499906895081,0.67401030562214
9925,解く,トク,動詞1類,upper intermediate,native Jap.,1.89358618018665,0.633323048365863,1.03540556875612,0.904831285540548,1.02477911613942
9937,特技,トクギ,名詞,upper intermediate,Chinese,1.90994055944557,0.577608036610144,0.879495560095869,0.975952229642639,0.88984607485572
9941,特産,トクサン,名詞,upper intermediate,Chinese,1.90925176229376,0.326476756361873,0.954780777813327,0.60686036431229,0.827842101131238
9943,読者,ドクシャ,名詞,upper intermediate,Chinese,1.86675650295911,0.594476974330244,1.12248124177661,0.723710362350825,0.825791980262423
9952,特性,トクセイ,名詞,upper intermediate,Chinese,1.61210333814218,0.246316844465177,0.921385224968205,0.465207957268393,0.445757663677096
9953,特製,トクセイ,名詞,upper intermediate,Chinese,1.91298492382011,0.182292653775358,0.939481550517113,0.699489922140899,0.815533516843137
9960,特大,トクダイ,名詞,upper intermediate,Chinese,1.90007690917975,0.808407750700456,1.02027656051201,1.00307277158063,1.09928185569844
9965,特長,トクチョウ,名詞,upper intermediate,Chinese,1.66560321763864,0.533371970750892,0.793452602876039,0.723141212063186,0.730859526960962
9966,特定,トクテイ,名詞,upper intermediate,Chinese,1.85816990756901,0.710951721808155,1.00320025023697,0.85233831354936,0.980667182620961
9971,特売,トクバイ,名詞,upper intermediate,Chinese,1.97685145922776,0.657962691098489,1.12095018861994,1.12000479759577,1.10488937737262
9979,独立,ドクリツ,名詞,upper intermediate,Chinese,1.72120229481443,0.522132628767736,1.00813373034051,0.750942112985233,0.927852557367588
9986,溶ける,トケル,動詞2類,upper intermediate,native Jap.,1.96514657771334,0.735933376810528,0.954527133192197,0.907645799691393,0.99936395871146
9987,解ける,トケル,動詞2類,upper intermediate,native Jap.,1.87721938340601,0.584794364096963,0.773487594026529,0.865701435587865,0.873160325521328
10011,閉じ込める,トジコメル,動詞2類,upper intermediate,native Jap.,1.84302188347758,0.17743041983631,0.737291343956237,0.532712474504754,0.921811700459348
10016,年の暮れ,トシノクレ,名詞,upper intermediate,native Jap.,1.91722060320597,-0.107434085471144,0.304464650295511,0.089058966037044,0.461042198074682
10019,図書,トショ,名詞,upper intermediate,Chinese,1.57368790412958,0.355525673187804,0.60891381126172,0.767007730132546,0.795006926378342
10026,都心,トシン,名詞,upper intermediate,Chinese,1.75560178981816,0.192174288609715,0.801901470064458,0.435105226531952,0.647043153479365
10030,土足,ドソク,名詞,upper intermediate,Chinese,1.78577831360625,0.279789826577399,0.64406619061429,0.614786036226764,0.548628716192177
10033,途端,トタン,名詞,upper intermediate,Chinese,1.67538018766852,0.305653626518087,0.764705238832173,0.630055937724479,0.854329294757594
10050,特訓,トックン,名詞,upper intermediate,Chinese,1.99387569485887,0.28040567375711,0.707253501236074,0.407439806463987,0.675632793243141
10062,取っ手,トッテ,名詞,upper intermediate,native Jap.,1.89536800378085,0.734434687064118,0.798367043153174,1.06954801545069,0.988893936870422
10064,どっと,ドット,副詞,upper intermediate,native Jap.,1.57251188675315,0.417286093573649,0.564598401998031,0.78378569082243,0.801991862922852
10076,届け出,トドケデ,名詞,upper intermediate,native Jap.,1.83042058446688,0.73692964010277,0.773146682667646,0.769275783902914,1.01939554238444
10077,届け出る,トドケデル,動詞2類,upper intermediate,native Jap.,1.79700993549981,0.354620766870009,0.719805055719115,0.681267510911352,0.624910693433548
10080,整う,トトノウ,動詞1類,upper intermediate,native Jap.,1.87011078766628,0.7485512994994,0.948295800463873,0.736747198163795,0.832617594255228
10081,整える,トトノエル,動詞2類,upper intermediate,native Jap.,1.81714166147213,0.810632044478505,1.08604313598372,0.980995238565007,0.991102057259555
10084,都内,トナイ,名詞,upper intermediate,Chinese,1.96079099482911,0.200976620699927,1.12839783336322,0.379588520766781,0.650689734517279
10094,飛ばす,トバス,動詞1類,upper intermediate,native Jap.,1.98219681869022,0.360678704563022,0.802464092772536,0.781926291779244,0.902591895221579
10095,飛び上がる,トビアガル,動詞1類,upper intermediate,native Jap.,1.58818058738765,0.420483951822955,0.645375040553644,0.459541553455004,0.638139551521078
10103,飛び込む,トビコム,動詞1類,upper intermediate,native Jap.,1.90249209697329,-0.0951495955157566,0.426119890257902,0.481364582381303,0.466221046375857
10104,飛び出し,トビダシ,名詞,upper intermediate,native Jap.,1.82853861005554,0.49509174554574,0.674713612762398,0.705915751749674,0.79840783281052
10105,飛び出す,トビダス,動詞1類,upper intermediate,native Jap.,1.9633961927313,0.598249009521919,1.0690255362346,1.00085735462232,0.998275871410412
10109,トピック,トピック,名詞,upper intermediate,foreign,1.54838291177479,0.540524117518602,0.840790305549054,0.383188197549421,0.362495162956121
10110,飛び出る,トビデル,動詞2類,upper intermediate,native Jap.,1.66190020176232,0.339546997510903,0.510394171920679,0.769712711751017,0.701321646043747
10111,飛び乗る,トビノル,動詞1類,upper intermediate,native Jap.,1.8875108775181,-0.123710936449901,0.521919508550429,0.536696652670254,0.252556093375813
10112,飛び回る,トビマワル,動詞1類,upper intermediate,native Jap.,1.96519432087516,0.108897735764697,0.514693115841606,0.868045313976148,0.821485929254913
10128,留まる,トマル,動詞1類,upper intermediate,native Jap.,1.73797806162988,0.394361083835815,0.602310598947865,0.554439625288532,0.634800258492257
10131,止め,トメ,名詞,upper intermediate,native Jap.,1.72635190339959,0.548774685191698,0.75520739011215,0.704014330401678,0.694275248510067
10135,共,トモ,接尾辞,upper intermediate,native Jap.,1.54811459985233,0.471980125018966,0.721115857612944,0.551700248082911,0.521051635558651
10139,共稼ぎ,トモカセギ,名詞,upper intermediate,native Jap.,1.75945584642796,0.311758939361187,0.848143222683128,0.758591532227941,0.885032983872973
10142,伴う,トモナウ,動詞1類,upper intermediate,native Jap.,1.6379657185041,0.204253117086394,0.571646397663619,0.304831630808112,0.393203924211802
10143,共に,トモニ,副詞,upper intermediate,native Jap.,1.7895173634381,0.613429289828719,1.01421105382529,0.680566558146568,0.728131211686996
10151,ドライ,ドライ,接頭辞,upper intermediate,foreign,1.92602078287874,0.473213898591761,0.655899342860985,0.995231221573272,0.880614963943027
10163,トランク,トランク,名詞,upper intermediate,foreign,1.90422976136419,0.136791232863843,0.490336661441363,0.48881764563602,0.550208729048283
10164,トランクス,トランクス,名詞,upper intermediate,foreign,1.8953913222816,-0.124017168456554,0.485311220787257,0.277139305024628,0.326793934733529
10169,取り合い,トリアイ,名詞,upper intermediate,native Jap.,1.85969636253708,0.333768032141767,0.534831189869346,0.825732521560086,0.684253719973593
10170,取り合う,トリアウ,動詞1類,upper intermediate,native Jap.,1.60454014729505,0.169435097344974,0.533473817516857,0.491152949466218,0.472017845672
10171,取り上げる,トリアゲル,動詞2類,upper intermediate,native Jap.,1.79463677037588,0.304068450165773,0.722495320178761,0.65165739886794,0.79341612225134
10175,取り入れる,トリイレル,動詞2類,upper intermediate,native Jap.,1.78947749440023,0.67881091623995,0.994167035886308,0.743495753890732,0.863685161440054
10179,取り返す,トリカエス,動詞1類,upper intermediate,native Jap.,2.00807335214631,0.586062019910847,0.754638765169149,0.904841587062678,1.02741546455637
10181,取り囲む,トリカコム,動詞1類,upper intermediate,native Jap.,1.75286560705972,0.349304449564345,0.482777743964139,0.642819914915782,0.61105579753438
10188,取り込む,トリコム,動詞1類,upper intermediate,native Jap.,2.00149400601351,0.481706534729955,0.716919999425381,0.716011543878901,0.918795063201828
10201,トリック,トリック,名詞,upper intermediate,foreign,1.69751333258671,0.0024029861272509,0.31863909687589,0.310730554505971,0.493841213152668
10207,取り外し,トリハズシ,名詞,upper intermediate,native Jap.,1.82650230983534,0.499028349414326,0.805764801066115,0.728784951290006,0.752844078519689
10214,取り戻す,トリモドス,動詞1類,upper intermediate,native Jap.,1.9906043499493,0.804446549329008,1.08541752129998,0.931347241853717,0.992005092928192
10227,採る,トル,動詞1類,upper intermediate,native Jap.,1.75421110236021,0.305276127745092,0.539629288373864,0.376880868371188,0.45510157214427
10246,豚,トン,名詞,upper intermediate,Chinese,1.68871443667272,0.0630967716602084,0.545797535617305,0.247740809393013,0.297075861426557
10267,内外,ナイガイ,名詞,upper intermediate,Chinese,1.57976712766473,0.0888773787326944,0.490659703027725,0.154876657121114,0.441462611839984
10276,内線,ナイセン,名詞,upper intermediate,Chinese,1.68777069125065,0.330904968824733,0.832475679894282,0.690709223412292,0.822698256031895
10285,内面,ナイメン,名詞,upper intermediate,Chinese,1.92430144063154,0.579035102484805,0.941780907325254,0.757689059292682,1.05201893145558
10290,ナイロン,ナイロン,名詞,upper intermediate,foreign,1.71960152850096,-0.121747147288809,0.480070551494112,0.531852332767589,0.644997231223716
10296,直し,ナオシ,名詞,upper intermediate,native Jap.,1.7943617740374,0.461490296867066,0.77597200281824,0.752606795261471,0.949213367020236
10303,長雨,ナガアメ,名詞,upper intermediate,native Jap.,1.55192701038279,-0.110001447770615,0.508778263910971,0.270757965990823,0.52468503839021
10308,流し,ナガシ,名詞,upper intermediate,native Jap.,1.71734137242813,0.0742179381923446,0.358016416634838,0.13923916715635,0.319165171109905
10310,流し台,ナガシダイ,名詞,upper intermediate,hybird,1.93599094594781,0.185882431332642,0.456783274305451,0.772664670645609,0.698327868067435
10312,長旅,ナガタビ,名詞,upper intermediate,native Jap.,1.86123681180899,0.180624576285239,0.622966824660535,0.325581920724277,0.576107671316911
10314,仲直り,ナカナオリ,名詞,upper intermediate,native Jap.,1.85041710807242,0.613180371977322,1.14748954931646,0.94128300290467,0.964867809534774
10318,長引く,ナガビク,動詞1類,upper intermediate,native Jap.,1.81650712654052,0.547351702968942,0.89765991308548,0.621223640707673,0.881673237590101
10321,仲間入り,ナカマイリ,名詞,upper intermediate,native Jap.,1.58185681095778,0.0656045775907177,0.319440190284879,0.267712091956597,0.427599785343356
10322,仲間外れ,ナカマハズレ,名詞,upper intermediate,native Jap.,1.89350177661797,0.0655757268876987,0.715175559547981,0.575016431783398,0.585717261672435
10324,眺め,ナガメ,名詞,upper intermediate,native Jap.,1.87227369607222,0.196318794414348,0.872477565221367,0.748363882249989,0.788447747326981
10337,泣き叫ぶ,ナキサケブ,動詞1類,upper intermediate,native Jap.,1.97675626706232,-0.17735034741249,0.401305319954464,0.172208829971731,0.326602977572735
10341,慰める,ナグサメル,動詞2類,upper intermediate,native Jap.,1.64359511741502,0.359315885149283,0.916906275295816,0.92396883292313,0.791538027804635
10342,亡くす,ナクス,動詞1類,upper intermediate,native Jap.,1.93967704151014,0.437396195662971,0.986176646843027,0.865791099512596,1.13970836523955
10346,投げ,ナゲ,名詞,upper intermediate,native Jap.,1.60390971800866,0.516233329528288,0.738554835950329,0.690143217901188,0.720663325842715
10347,投げ入れる,ナゲイレル,動詞2類,upper intermediate,native Jap.,1.87199500266991,-0.0007248086667366,0.519579112723694,0.499261807493264,0.652423366549103
10352,投げ込む,ナゲコム,動詞1類,upper intermediate,native Jap.,1.96808646947086,-0.0917511535505943,0.507095300621958,0.189923244552792,0.473526530424052
10353,投げ捨てる,ナゲステル,動詞2類,upper intermediate,native Jap.,1.74384238044076,0.122859955315561,0.280091544861062,0.26622243633724,0.506324886314941
10354,投げ飛ばす,ナゲトバス,動詞1類,upper intermediate,native Jap.,1.7367117010556,0.27711452055916,0.732918849789829,0.463504258256088,0.451207531848705
10374,懐かしい,ナツカシイ,イ形容詞,upper intermediate,native Jap.,1.76423293417328,0.731990693662276,1.12010332900842,1.08127609502479,1.17562695328653
10375,懐かしむ,ナツカシム,動詞1類,upper intermediate,native Jap.,1.53586098339586,0.104734459521731,0.694026018735266,0.756107336218379,0.761157211897275
10377,名付ける,ナヅケル,動詞2類,upper intermediate,native Jap.,1.99618974037617,0.283321301216445,0.451897077594944,0.389281402007287,0.454317892786793
10381,夏場,ナツバ,名詞,upper intermediate,native Jap.,1.52498908026037,0.750763712785776,0.782382015105155,0.917108689477536,0.757196992699116
10385,なでる,ナデル,動詞2類,upper intermediate,native Jap.,1.94197355434408,0.178894019864699,0.648334673155013,0.645459487188469,0.702793825580112
10397,何だか,ナンダカ,副詞,upper intermediate,native Jap.,1.66454765004284,0.667437325080717,0.827805495874694,1.01370171601932,1.0296518577171
10399,何とか,ナントカ,副詞,upper intermediate,native Jap.,1.81119713203716,0.722135857660053,0.918156386813912,1.0694478193555,1.06032793959121
10404,何者,ナニモノ,名詞,upper intermediate,native Jap.,1.90967124387176,0.172696562076489,0.667721299975536,0.372216301252007,0.434137160729762
10406,何より,ナニヨリ,名詞,upper intermediate,native Jap.,1.57029775149415,0.462198491648679,0.824251383202792,0.776770893628572,0.870939699653689
10407,菜の花,ナノハナ,名詞,upper intermediate,native Jap.,1.86768625810611,-0.127064906279384,0.386700527955193,0.238100441838982,0.292722847054107
10408,ナプキン,ナプキン,名詞,upper intermediate,foreign,1.7691912928055,0.0001131317258167,0.434666772518273,0.288854225937866,0.449176344540232
10409,名札,ナフダ,名詞,upper intermediate,native Jap.,2.02609584124409,0.336329031709291,0.486154722589262,0.514785213651413,0.523124115905092
10412,生意気,ナマイキ,名詞,upper intermediate,native Jap.,1.87358810944268,0.682241414121699,1.12688168496262,1.06525679002858,1.17741546853661
10415,怠ける,ナマケル,動詞2類,upper intermediate,native Jap.,1.77309979411004,0.480541095492273,0.671740052572526,0.850019236539986,1.02011211653229
10420,生中継,ナマチュウケイ,名詞,upper intermediate,hybird,1.74950632804207,0.592674146792362,0.878503982093047,0.834747493380799,0.966523880450325
10421,生放送,ナマホウソウ,名詞,upper intermediate,hybird,1.77272108540058,0.563293859075333,0.850181016896419,0.994472792269878,1.19008898753985
10427,波,ナミ,名詞,upper intermediate,native Jap.,1.89202492615368,0.529362992526126,0.844074202190784,0.813255107382463,0.870985936243381
10438,習い,ナライ,名詞,upper intermediate,native Jap.,1.97305285135536,-0.0200615603826081,0.397249111557043,0.284373477035217,0.326801019099857
10439,習い事,ナライゴト,名詞,upper intermediate,native Jap.,1.95822024049571,0.424581020127538,0.942659103708173,0.86890319498502,0.988345590732394
10459,慣れ,ナレ,名詞,upper intermediate,native Jap.,1.7183062878561,0.701568299196134,0.947520972490854,1.06468237961526,1.08872572515739
10473,南国,ナンゴク,名詞,upper intermediate,Chinese,1.76572881231349,0.0259636338582747,0.310811429927884,0.177741987149718,0.491723524807393
10476,南西,ナンセイ,名詞,upper intermediate,Chinese,1.95638911847669,-0.0356886416415561,0.475126757111654,0.38808722876093,0.633949465215599
10478,難題,ナンダイ,名詞,upper intermediate,Chinese,1.88683300931022,0.296089025015837,0.714868741824688,0.442643044019717,0.708532798282247
10484,南東,ナントウ,名詞,upper intermediate,Chinese,2.04180256242377,0.307938257663209,0.715725649477356,0.398320806077455,0.561232777014327
10493,難民,ナンミン,名詞,upper intermediate,Chinese,1.68131969145765,-0.186150234488965,0.715293034951713,0.256252548300005,0.787575118986736
10495,荷,ニ,名詞,upper intermediate,native Jap.,1.55699450175597,0.100434435633107,0.399331759595457,0.370193559732027,0.391627204877811
10496,似合い,ニアイ,名詞,upper intermediate,native Jap.,1.91140482304821,0.598182848523207,0.858830389392673,0.847641512427599,0.900790831672426
10502,逃がす,ニガス,動詞1類,upper intermediate,native Jap.,1.75286148843644,0.292009311317367,0.592888383274344,0.491856678281978,0.474309114472156
10509,握り締める,ニギリシメル,動詞2類,upper intermediate,native Jap.,1.731141533676,-0.0795223546334888,0.386696530277097,0.588933777335954,0.587712531122914
10513,憎い,ニクイ,イ形容詞,upper intermediate,native Jap.,1.7895145826069,0.531652520834572,0.871709428077283,0.64843923743509,0.729663627092048
10514,肉眼,ニクガン,名詞,upper intermediate,Chinese,1.69434979563466,-0.101607365214115,0.462690914655035,0.498581293753138,0.790775399381075
10518,肉体,ニクタイ,名詞,upper intermediate,Chinese,2.00014871801615,0.475101799399831,1.00267112522489,0.653211521302353,0.84942363331522
10519,肉体的,ニクタイテキ,名詞,upper intermediate,Chinese,1.54707481358639,0.187024518273417,0.655176147990945,0.383298019094145,0.723139684342526
10522,憎む,ニクム,動詞1類,upper intermediate,native Jap.,1.7273319126849,0.449940159985651,0.828806283434616,0.619289460224352,0.871328412105446
10525,逃げ,ニゲ,名詞,upper intermediate,native Jap.,1.67752730411196,0.435404501413652,1.0191577400502,0.871453732105097,1.02834771402252
10528,逃げ回る,ニゲマワル,動詞1類,upper intermediate,native Jap.,1.94264841873537,0.210199344031999,0.725779346052443,0.582307760641055,0.709066387396217
10535,にこやか,ニコヤカ,ナ形容詞,upper intermediate,native Jap.,1.79000457442077,0.263499695198339,0.416500538324407,0.150040379345012,0.27830556070689
10539,二酸化炭素,ニサンカタンソ,名詞,upper intermediate,Chinese,1.80017461140201,-0.0696482906288292,0.488646619999453,0.251831360291715,0.436725296785272
10543,西側,ニシガワ,名詞,upper intermediate,native Jap.,1.81387060234278,0.490326281308915,0.790900872082271,0.517642842640856,0.76197172305594
10547,二重,ニジュウ,名詞,upper intermediate,Chinese,1.89088393348893,0.610268684961521,0.855413258525032,0.903645595745811,0.883707999844373
10552,偽,ニセ,名詞,upper intermediate,native Jap.,1.84936717943605,0.736492582575595,0.967708554502604,0.882279078004316,0.708383092164799
10555,偽物,ニセモノ,名詞,upper intermediate,native Jap.,1.83157762851373,0.518585149496954,0.994655715926314,1.16736312200235,1.09901156244782
10564,日没,ニチボツ,名詞,upper intermediate,Chinese,1.87631000334097,0.357043194430317,0.743315613409617,0.686135331219887,0.888679355105932
10567,日用,ニチヨウ,名詞,upper intermediate,Chinese,1.79962288991941,0.378392013768528,0.776019820024613,0.841565962498542,0.80707252230361
10571,日課,ニッカ,名詞,upper intermediate,Chinese,1.67108354671616,0.375633908718487,0.833205597995561,0.839317487519484,0.945979142288671
10577,日光,ニッコウ,名詞,upper intermediate,Chinese,1.899886192782,0.457803735602687,1.12980415617274,0.743093430230155,0.935473834926568
10580,日中,ニッチュウ,名詞,upper intermediate,Chinese,1.79851485071247,0.689889764073858,1.00893516002652,1.18055352061586,1.21701431597317
10582,ニット,ニット,名詞,upper intermediate,foreign,1.52496368987933,0.210034569411375,0.418033369463476,0.689405098906715,0.841683919178572
10592,鈍い,ニブイ,イ形容詞,upper intermediate,native Jap.,1.87434079126735,0.516868588140097,0.846887301154005,1.10176313603981,1.15608182089558
10596,二枚目,ニマイメ,名詞,upper intermediate,hybird,1.79991607844941,0.459456654152577,0.671987226824562,0.536903082931396,0.500078489024811
10599,煮物,ニモノ,名詞,upper intermediate,native Jap.,1.74543223802688,0.656332043592396,0.864422903550558,1.10686031523229,1.07256125199973
10609,入会,ニュウカイ,名詞,upper intermediate,Chinese,1.89924072997841,0.566161912200423,0.927835009905468,0.637263169579814,0.877009053868989
10613,入居,ニュウキョ,名詞,upper intermediate,Chinese,1.68487097875169,0.0398070572824563,0.731922001423517,0.399757376203631,0.495583889920339
10622,入室,ニュウシツ,名詞,upper intermediate,Chinese,1.7141332038597,0.301981767560582,0.702346621598648,0.32988543287564,0.634617207999037
10627,乳製品,ニュウセイヒン,名詞,upper intermediate,Chinese,1.90478494687923,0.174518373745087,0.949369819129365,1.04386397576245,1.18835773641877
10631,入部,ニュウブ,名詞,upper intermediate,Chinese,1.71407826887961,0.0478227128496962,0.374484008129797,0.186273762909646,0.480381436304806
10642,煮る,ニル,動詞2類,upper intermediate,native Jap.,1.60206540038801,0.58928310087189,1.10172453256342,0.920428451715151,1.11869745083183
10659,人間性,ニンゲンセイ,名詞,upper intermediate,Chinese,1.80267321368819,0.470126417750255,0.85641550690215,0.631930026592966,0.748281918461599
10661,人間的,ニンゲンテキ,ナ形容詞,upper intermediate,Chinese,1.55250470779782,0.414021040128558,0.526483207392468,0.377697362811631,0.590566287714571
10675,妊婦,ニンプ,名詞,upper intermediate,Chinese,1.67272063579449,0.0944238882940262,0.698397872378384,0.507357956917547,0.795258687790944
10679,縫う,ヌウ,動詞1類,upper intermediate,native Jap.,1.5678026960012,0.201056125471574,0.359278036225858,0.469564276908985,0.493687375944878
10685,抜く,ヌク,動詞1類,upper intermediate,native Jap.,1.88647287126899,0.779498946397529,1.059871073964,0.986003019859274,1.01994761932911
10691,抜ける,ヌケル,動詞2類,upper intermediate,native Jap.,1.75067791251714,0.697138245013451,0.862572535900587,0.99656816781064,0.966436883960357
10701,塗り薬,ヌリグスリ,名詞,upper intermediate,native Jap.,1.92263216263035,0.278228368060302,0.758821012341382,0.832790017375049,0.885433253709353
10716,願い事,ネガイゴト,名詞,upper intermediate,native Jap.,1.93672988400825,0.574328289046738,0.866061842594133,0.673629970255404,0.821564119669989
10718,願う,ネガウ,動詞1類,upper intermediate,native Jap.,1.75332648089922,0.778214742552053,0.98749727400089,0.909220189947947,0.942227577851912
10719,寝顔,ネガオ,名詞,upper intermediate,native Jap.,2.00814026252694,0.289804445116437,0.834829600176289,0.793590236612411,0.796338120554391
10720,寝かす,ネカス,動詞1類,upper intermediate,native Jap.,1.82159958993463,0.14668255035302,0.542559060609239,0.796445234883814,0.890298632740436
10721,寝かせる,ネカセル,動詞2類,upper intermediate,native Jap.,1.89896995434722,0.403892173778037,0.817105692665254,0.753924628370486,0.926421089000948
10723,値切る,ネギル,動詞1類,upper intermediate,native Jap.,1.82317520760643,0.356520511681915,0.689254487103714,0.979935567706576,1.02446609029879
10740,熱気,ネッキ,名詞,upper intermediate,Chinese,1.76774849794598,0.2060084238536,0.37454294152064,0.244081899970955,0.519040799591059
10757,ねばねば,ネバネバ,名詞,upper intermediate,native Jap.,1.62819944780804,0.349149554250986,0.553156844844209,0.879901636446266,0.80619576108893
10763,値札,ネフダ,名詞,upper intermediate,native Jap.,1.8738611169556,0.102913412591254,0.796908502539122,0.634038033430093,0.823060726871487
10770,根元,ネモト,名詞,upper intermediate,Chinese,1.77589090824671,0.0240796119583366,0.420399142934307,0.193988974944694,0.232431277315894
10786,年休,ネンキュウ,名詞,upper intermediate,Chinese,1.72380491548306,0.351622992080959,0.337253223850468,0.456365993812379,0.625752281937545
10787,年金,ネンキン,名詞,upper intermediate,Chinese,1.74449935185308,0.365512666853068,0.999374775105079,0.825050301214582,0.753890862594326
10792,年始,ネンシ,名詞,upper intermediate,Chinese,2.04311137114917,0.50743630717919,0.825920202833962,0.665287735769044,0.705194260006842
10796,年中,ネンジュウ,名詞,upper intermediate,Chinese,1.76020563932285,0.7614108993633,1.10975696665984,1.1495169878329,1.1813022012669
10800,年数,ネンスウ,名詞,upper intermediate,Chinese,1.69146959202762,0.77940216061606,1.07120681468528,1.16075494385642,1.12246222060883
10809,燃費,ネンピ,名詞,upper intermediate,Chinese,1.91643056392226,0.109797682995781,1.08308615479845,0.744876438076183,1.1178171707937
10810,年表,ネンピョウ,名詞,upper intermediate,Chinese,1.8592541331088,0.0319704120440099,0.548928874202663,0.183055157048224,0.459215149372507
10819,脳,ノウ,名詞,upper intermediate,Chinese,1.72357664871504,0.499365298827306,0.920617101115823,0.782355826960256,0.872891297666244
10823,農園,ノウエン,名詞,upper intermediate,Chinese,1.98374726843731,0.335945999560982,0.633139628467463,0.579199693707406,0.724605803796426
10832,農作物,ノウサクブツ,名詞,upper intermediate,Chinese,1.87901788046167,0.0833645793825944,0.595974409654788,0.423866898400859,0.746023989596358
10836,農場,ノウジョウ,名詞,upper intermediate,Chinese,1.92730126616293,0.197019443931055,0.822082470541355,0.408249103942993,0.814486184605624
10839,農村,ノウソン,名詞,upper intermediate,Chinese,1.83923674719434,0.248589054235933,0.778843202317007,0.310843669489963,0.553077706723436
10869,載せる,ノセル,動詞2類,upper intermediate,native Jap.,1.81638419929495,0.658591268654083,0.879486295927215,0.612602644107892,0.612243342991802
10870,のぞく,ノゾク,動詞1類,upper intermediate,native Jap.,1.75255297970076,0.287685276014651,0.747540257285116,0.601761865516282,0.769687109628484
10875,望む,ノゾム,動詞1類,upper intermediate,native Jap.,1.8081691882837,0.831838725440818,1.10570689192647,1.01863902895554,1.07987404700738
10887,伸び,ノビ,名詞,upper intermediate,native Jap.,1.80852505274455,0.674459513339203,0.969452320425714,1.04723383623682,1.18458132259406
10893,延びる,ノビル,動詞2類,upper intermediate,native Jap.,1.55392584428373,0.471999863147186,0.640915749596336,0.828932270934799,0.675108686038331
10896,述べる,ノベル,動詞2類,upper intermediate,native Jap.,1.62852009993246,0.517801553734573,1.11264866466917,0.0940947622332235,0.265644835625882
10898,上り下り,ノボリオリ,名詞,upper intermediate,native Jap.,1.92605215955436,-0.0999376901997718,0.274968975935501,0.460821455795361,0.68233048572566
10899,上り坂,ノボリザカ,名詞,upper intermediate,native Jap.,1.71044942295403,0.402519193869836,0.777114902140829,0.766409568336387,0.81286454828877
10903,飲ます,ノマス,動詞1類,upper intermediate,native Jap.,1.77992185688808,0.250962090777553,0.497743679382968,0.670999341579199,0.74711758645591
10905,飲み食い,ノミクイ,名詞,upper intermediate,native Jap.,2.00324738051992,0.486288421853042,0.91876539755063,0.981771548359688,1.13379273008395
10908,飲み屋,ノミヤ,名詞,upper intermediate,native Jap.,1.59523667289304,0.573434340093887,0.895239736598929,0.873161227661141,1.00758806053006
10914,乗り,ノリ,接尾辞,upper intermediate,native Jap.,1.73180965128201,0.570370588634967,0.773246640331485,0.876615487526314,0.900756385569526
10915,乗り,ノリ,名詞,upper intermediate,native Jap.,1.73180965128201,0.570370588634967,0.773246640331485,0.876615487526314,0.900756385569526
10923,乗り遅れる,ノリオクレル,動詞2類,upper intermediate,native Jap.,1.59753329731111,0.517416622074574,0.789018912561439,0.694801237713407,0.794091819916299
10924,乗り降り,ノリオリ,名詞,upper intermediate,native Jap.,1.79829615052038,0.568020365341752,0.91392261859246,0.871124128743593,1.02369628014448
10940,載る,ノル,動詞1類,upper intermediate,native Jap.,1.78493449854837,0.479719920602963,0.98891399308454,0.646169662956098,0.738786352332959
10941,ノルマ,ノルマ,名詞,upper intermediate,foreign,1.904612736102,0.280545963735638,0.58249187719072,1.00746660676074,1.02844422512241
10945,ノンストップ,ノンストップ,名詞,upper intermediate,foreign,1.95719946008585,0.291542959365782,0.467769492743823,0.602927026034458,0.586635184826452
10950,場,バ,接尾辞,upper intermediate,Chinese,1.52486288096556,0.598673843794597,0.894538301112083,0.89116239479761,0.89495779165674
10963,パイ,パイ,名詞,upper intermediate,foreign,1.71758544552672,-0.0600378984557827,0.266781961652558,0.361783886444522,0.448809982862966
10981,バイキング,バイキング,名詞,upper intermediate,foreign,1.83696448521489,0.0976668495901795,0.283356986701051,0.521494161065551,0.702866102324255
11021,ハイテク,ハイテク,名詞,upper intermediate,foreign,1.78889818124372,0.0557501115061516,0.711725056976454,0.622083340740928,0.844903158126755
11027,売買,バイバイ,名詞,upper intermediate,Chinese,1.88212795971496,0.568532230628613,1.10081895614635,0.822515396576684,1.05723618617922
11059,墓,ハカ,名詞,upper intermediate,native Jap.,1.78868503974954,-0.0210460862126592,0.560698670204051,0.689656805502092,0.806360324959787
