,Tokens,yomi,pos,difficulty,wtype,KNOW,WRITE,READ,SPEAK,LISTEN
14,挨拶,アイサツ,名詞,lower elementary,Chinese,1.8881890882248,1.11643330070734,1.35717121770029,1.40680892241118,1.52686193642411
21,アイス,アイス,名詞,lower elementary,foreign,1.90279752926615,0.651053326686717,0.960862731874796,1.39434263427918,1.28129326918393
50,青い,アオイ,イ形容詞,lower elementary,native Jap.,2.0538212960952,0.926748907259215,1.09637939392226,1.16899160021846,1.24265529582822
57,赤,アカ,名詞,lower elementary,native Jap.,2.10360183612611,1.25767119216741,1.64071125894173,1.69235241304814,1.75601249811728
59,赤い,アカイ,イ形容詞,lower elementary,native Jap.,1.92762520244562,1.35295045173054,1.43809193503962,1.40724402028575,1.34479707224587
76,明るい,アカルイ,イ形容詞,lower elementary,native Jap.,2.10050135641039,1.26762442391199,1.56773166869694,1.52287754221819,1.66054488263057
79,秋,アキ,名詞,lower elementary,native Jap.,1.87152481732916,1.19574057418161,1.38072205832296,1.39375972045904,1.50212220358365
134,開ける,アケル,動詞2類,lower elementary,native Jap.,1.86914881287459,1.03922160283099,1.43489723352714,1.48577766309282,1.69876510853387
148,朝御飯,アサゴハン,名詞,lower elementary,hybird,1.70294314478913,0.547499401130187,0.797118165731667,1.26711636524566,1.20936414183483
160,足,アシ,接尾辞,lower elementary,native Jap.,2.01028716902944,1.05977773725301,1.41096250791911,1.42100887424536,1.35405013151109
188,あそこ,アソコ,代名詞,lower elementary,native Jap.,1.72477164287749,0.592058437058562,0.780939875455014,1.30316245321335,1.30675291242069
196,暖かい,アタタカイ,イ形容詞,lower elementary,native Jap.,2.09520572191784,1.15635739786589,1.53091096697161,1.67620668510307,1.74305718018057
197,温かい,アタタカイ,イ形容詞,lower elementary,native Jap.,2.04966478583952,1.05862065879492,1.33469728605122,1.47853918597517,1.50180024263437
206,新しい,アタラシイ,イ形容詞,lower elementary,native Jap.,1.78887201567707,1.49142367422686,1.52292352444114,1.56578752637302,1.57809975618688
217,暑い,アツイ,イ形容詞,lower elementary,native Jap.,1.95826607257297,1.14083117063503,1.4560727642479,1.68927572939451,1.65565458373251
218,熱い,アツイ,イ形容詞,lower elementary,native Jap.,2.07541853219024,1.40317815611274,1.58042161772404,1.71718862388072,1.74905929726776
219,厚い,アツイ,イ形容詞,lower elementary,native Jap.,1.73822791722338,0.757764207421672,1.12833796237039,1.05728731382274,1.16468037123315
244,後,アト,名詞,lower elementary,native Jap.,1.89254035518618,1.31760175923723,1.48855123346179,1.52691229131079,1.53031291175688
259,あなた,アナタ,代名詞,lower elementary,native Jap.,1.8509856228929,1.15054300352461,1.6546714371923,1.38782798182985,1.56685145523471
262,兄,アニ,名詞,lower elementary,native Jap.,1.99895637729824,0.853634725725809,1.34849193176682,1.03576322711892,1.2303767355887
278,危ない,アブナイ,イ形容詞,lower elementary,native Jap.,2.0016620914309,1.25783271407403,1.33370231355679,1.42927424250035,1.35350331341218
287,甘い,アマイ,イ形容詞,lower elementary,native Jap.,1.95605294414408,1.03209036980996,1.42815601085536,1.57545353397755,1.56642057562155
315,あめ,アメ,名詞,lower elementary,native Jap.,1.74761906222434,0.861224496978137,0.82764519665482,1.10206848273822,1.08533014071331
317,アメリカ,アメリカ,名詞,lower elementary,foreign,1.77350360147389,1.03451979349692,1.30098764397499,1.29535634596008,1.35979196383162
374,あれ,アレ,名詞,lower elementary,native Jap.,1.65086176358497,1.07742092219951,1.16799769080214,1.4583557798516,1.4247830653272
448,いいえ,イイエ,感動詞,lower elementary,native Jap.,1.90565912002169,1.21793615448104,1.40308313964284,1.71428525476444,1.53181480268727
463,家,イエ,名詞,lower elementary,native Jap.,1.76642621042388,1.04919442329139,1.32453458119374,1.54043773916959,1.48707465160058
523,行く,イク,動詞1類,lower elementary,native Jap.,1.96286308217078,1.4174182446373,1.48659593699763,1.57391602854201,1.55761993677026
597,忙しい,イソガシイ,イ形容詞,lower elementary,native Jap.,1.77955076100182,0.941308045748265,1.11391174215531,1.34958336817852,1.32133553397728
636,一月,イチガツ,名詞,lower elementary,Chinese,1.74760316628007,1.01091382708357,1.09597074777786,1.13533142853656,1.18535708904322
640,いちご,イチゴ,名詞,lower elementary,native Jap.,1.63646443076956,0.814811551820159,0.860619919216345,1.07099784382074,1.11948869741863
654,一日,イチニチ,名詞,lower elementary,Chinese,1.92287477922502,1.28237436150243,1.34931220428471,1.53964944232762,1.53009412405106
656,一年,イチネン,名詞,lower elementary,Chinese,1.98649796979619,1.26058176189967,1.39606334720412,1.66501716179096,1.76051967223105
658,一番,イチバン,名詞,lower elementary,Chinese,2.08785298820025,1.09581678313734,1.39493728754572,1.41347628806953,1.48997718186129
684,いつ,イツ,名詞,lower elementary,native Jap.,1.81189358681163,1.14880507126346,1.31583929480261,1.55480539834861,1.52396768245669
724,五つ,イツツ,名詞,lower elementary,native Jap.,1.89583401721056,0.52355503795263,0.814149675557637,0.932413002501561,0.916850683521028
775,犬,イヌ,名詞,lower elementary,native Jap.,2.03476651063054,0.925885050326299,1.23526795486402,1.41636297148654,1.57819556841703
812,妹,イモウト,名詞,lower elementary,native Jap.,1.95944151174264,0.520809608692888,1.2100464219576,1.15477839145935,1.32536746044543
837,入り口,イリグチ,名詞,lower elementary,native Jap.,1.89671919401423,0.582113035698981,1.15509215581019,1.12225405044035,1.18531839896041
842,いる,イル,動詞2類,lower elementary,native Jap.,1.76938893245706,0.963005948480877,1.37481107421475,1.16403886956372,1.25624152664973
930,上,ウエ,名詞,lower elementary,native Jap.,2.03256714494197,1.44096328877263,1.63642858653679,1.66580339325785,1.69080452369215
973,後ろ,ウシロ,名詞,lower elementary,native Jap.,1.928121601056,1.08574797258089,1.45517924207998,1.57465775382093,1.63180393454206
1001,歌,ウタ,名詞,lower elementary,native Jap.,2.0769168492653,1.01172081861196,1.38714681569214,1.48297749818363,1.55886619927126
1002,歌う,ウタウ,動詞1類,lower elementary,native Jap.,1.92587068077972,0.863522908176743,1.1946128269687,1.17930199647109,1.35530006029564
1074,海,ウミ,名詞,lower elementary,native Jap.,2.03223398571729,0.818557848134233,1.25382228401649,1.0558054538434,1.11758495164954
1175,絵,エ,名詞,lower elementary,Chinese,1.62991000400392,1.0180841992519,1.0646422909887,1.08789412142361,1.05612383960633
1184,映画,エイガ,名詞,lower elementary,Chinese,1.73014895558773,0.598652492107129,0.861339199178762,1.07289073499821,1.10297931259779
1191,英語,エイゴ,名詞,lower elementary,Chinese,1.94707368261636,0.86990019361086,1.21576436108132,1.05853975378862,1.20282359726739
1213,駅,エキ,名詞,lower elementary,Chinese,2.02062732650745,1.22815512987418,1.59424942409342,1.60317676542489,1.61752614923103
1281,円,エン,名詞,lower elementary,Chinese,1.84937916919405,1.31855665381767,1.43530138641828,1.35560249254656,1.33793460832561
1472,起きる,オキル,動詞2類,lower elementary,native Jap.,1.96369936120724,1.18832275486679,1.29980126420835,1.54102462547118,1.60148348147717
1524,おじいさん,オジイサン,名詞,lower elementary,native Jap.,1.95859252979356,0.681348066552438,1.19131250353732,1.06625440412029,1.26008957766476
1530,教える,オシエル,動詞2類,lower elementary,native Jap.,2.00365500038943,1.04397304577974,1.48361337121026,1.43571458268922,1.54558205252916
1595,男の子,オトコノコ,名詞,lower elementary,native Jap.,1.91940302437357,0.813739444874225,1.29834857984374,1.33853982745895,1.35582014970173
1608,大人,オトナ,名詞,lower elementary,native Jap.,2.07520352826437,1.19452459533658,1.42789874463217,1.52538428184429,1.66487947107702
1624,同じ,オナジ,ナ形容詞,lower elementary,native Jap.,1.74892335115222,1.24248025542216,1.52945411334724,1.51952726942664,1.59926961960827
1634,おばあさん,オバアサン,名詞,lower elementary,native Jap.,1.93117775546908,0.792088987398573,1.02213257681398,1.03566201709614,1.07201015785873
1661,重い,オモイ,イ形容詞,lower elementary,native Jap.,1.90736564349986,1.01579414028904,1.27492925211952,1.49370716395695,1.52384622927536
1761,音楽,オンガク,名詞,lower elementary,Chinese,1.85807239318065,1.34103758785131,1.55238713590278,1.4772272509708,1.55413161931309
1789,女の子,オンナノコ,名詞,lower elementary,native Jap.,2.06282668049893,0.736958572339948,1.10238294275286,1.20166601493546,1.33913400027599
1876,外国,ガイコク,名詞,lower elementary,Chinese,1.79765708846567,0.721056168365652,1.08975063913865,1.13392374180885,1.20022620900651
1877,外国語,ガイコクゴ,名詞,lower elementary,Chinese,1.88786091296429,0.581130137440372,1.05049660987455,0.95963804483459,1.18035664653066
1890,会社員,カイシャイン,名詞,lower elementary,Chinese,1.73338583423577,1.19747819017296,1.40520338735651,1.40363191173089,1.36254104353407
1937,階段,カイダン,名詞,lower elementary,Chinese,1.94487610252452,1.09914415855399,1.3327055013532,1.48027776290832,1.53806965551971
2037,帰る,カエル,動詞1類,lower elementary,native Jap.,1.93122957932576,1.2242557955998,1.37192074579415,1.66121785759222,1.64989359355817
2166,学生,ガクセイ,名詞,lower elementary,Chinese,1.92020973803931,0.727676532067945,1.2075410308466,1.20333198036787,1.35568154101681
2255,傘,カサ,名詞,lower elementary,native Jap.,1.90709708537188,0.826462243181434,0.934409023509645,1.20783193153247,1.24385202152091
2276,菓子,カシ,名詞,lower elementary,Chinese,1.91610578203503,0.948842970288812,1.20448179178042,1.27135670310979,1.57965178154165
2318,風邪,カゼ,名詞,lower elementary,native Jap.,1.75993800535823,0.914199550425528,1.07081657119893,1.12597983287379,1.23237556093384
2319,風,カゼ,名詞,lower elementary,native Jap.,1.65989097611417,1.08103367311422,1.24715116936335,1.27839175934249,1.29119667723673
2359,片仮名,カタカナ,名詞,lower elementary,native Jap.,1.7136268540996,0.776480426496719,1.00729065159633,1.17857266509706,1.32380366530887
2426,学校,ガッコウ,名詞,lower elementary,Chinese,1.9572662150069,0.892839277527295,1.46013299553875,1.51922457676789,1.59634424388019
2495,金,カネ,名詞,lower elementary,native Jap.,2.06501232822817,1.32310587374712,1.53858586369825,1.70041106143366,1.72343339643967
2510,かばん,カバン,名詞,lower elementary,Chinese,2.04620904188696,1.28715461503995,1.29747151779514,1.40956883948993,1.27107784484326
2546,紙,カミ,名詞,lower elementary,native Jap.,1.84367501651739,1.3721644412954,1.21807830463269,1.50388706315316,1.40043745304449
2572,カメラ,カメラ,名詞,lower elementary,foreign,1.86083134030141,0.845698087578418,1.12735956861134,1.21492331652363,1.36589045748077
2588,火曜,カヨウ,名詞,lower elementary,Chinese,2.07910257017107,1.41725730597483,1.52068949245673,1.55754505736932,1.53842892792177
2608,体,カラダ,名詞,lower elementary,native Jap.,1.8888175675323,1.03025083989418,1.29513300804472,1.32462791425369,1.40738051671946
2643,軽い,カルイ,イ形容詞,lower elementary,native Jap.,1.96472722288146,1.13177819343568,1.46071602371863,1.46526524060817,1.49425504059794
2661,かわいい,カワイイ,イ形容詞,lower elementary,native Jap.,1.86787253661016,1.01165190198444,1.39836082764599,1.43313885466079,1.50765826851446
2750,漢字,カンジ,名詞,lower elementary,Chinese,1.95374362118493,1.39939001013427,1.44701145173106,1.28761208360946,1.3642544304487
2872,木,キ,名詞,lower elementary,native Jap.,1.92663727387585,0.739544963528568,1.02252623576825,1.05747295393265,1.13486879348741
2886,黄色,キイロ,名詞,lower elementary,native Jap.,1.9870494967752,0.649980253991166,0.869552469460702,0.921207549338331,1.08623037247963
2887,黄色い,キイロイ,イ形容詞,lower elementary,native Jap.,1.88470590515405,0.787424267613914,0.802089782612534,1.07647442081909,1.14245822652776
3056,北,キタ,名詞,lower elementary,native Jap.,2.00907149004957,0.97929091576153,1.30234602818119,1.16206472630078,1.34811222965753
3065,汚い,キタナイ,イ形容詞,lower elementary,native Jap.,1.9558549527418,1.01359768345003,1.40458800090066,1.44765615044188,1.47977419980901
3265,牛乳,ギュウニュウ,名詞,lower elementary,Chinese,1.9053283032407,0.716571718911559,1.37909184495194,1.62766224424495,1.42955340298481
3359,兄弟,キョウダイ,名詞,lower elementary,Chinese,1.94507294427241,1.06194135382983,1.3106312982052,1.16426768743696,1.31981842783516
3428,去年,キョネン,名詞,lower elementary,Chinese,1.95806341037321,1.31769248471194,1.51642843868804,1.65238955608894,1.63589814319404
3480,着る,キル,動詞2類,lower elementary,native Jap.,1.78046222519511,0.922696770215506,1.53142504725156,1.44590116145139,1.50089689150869
3481,切る,キル,動詞1類,lower elementary,native Jap.,1.73653721950314,1.09658963989214,1.20002892618486,1.31425174077938,1.27064766794699
3485,きれい,キレイ,ナ形容詞,lower elementary,Chinese,1.98902151218354,1.10687888279678,1.43211427897676,1.48088663026727,1.44312950342323
3533,銀行,ギンコウ,名詞,lower elementary,Chinese,1.97846899623644,0.790778515592528,1.4742878147043,1.47650341396823,1.3864923933072
3570,金曜,キンヨウ,名詞,lower elementary,Chinese,1.76155121685561,1.2238899390973,1.32659615757214,1.53213531822544,1.48384032693004
3571,金曜日,キンヨウビ,名詞,lower elementary,hybird,2.06066906702545,1.41080394905433,1.47717233648677,1.6732154398387,1.70376470682562
3670,口,クチ,名詞,lower elementary,native Jap.,1.91639301625488,1.35794869467585,1.39989875623805,1.47916129552331,1.48839964104395
3687,靴,クツ,名詞,lower elementary,native Jap.,1.9683088739066,1.0164461937092,1.33549065830816,1.30954888222976,1.24610934947607
3706,国,クニ,名詞,lower elementary,native Jap.,1.76820705879338,0.940439342682458,1.25261393059392,1.07667666421569,1.27297499600491
3739,暗い,クライ,イ形容詞,lower elementary,native Jap.,1.9067481254714,1.11369359184208,1.40583469848668,1.27833336004495,1.40519901384534
3751,クラス,クラス,名詞,lower elementary,foreign,1.86908959536307,0.737776360195679,0.960733636935561,0.915822017271234,0.934221161611976
3782,来る,クル,動詞3類,lower elementary,native Jap.,1.86110233528958,1.46466571759713,1.48511023854059,1.54092932186817,1.63892923554247
3793,車,クルマ,名詞,lower elementary,native Jap.,1.92722212293723,1.23543485651035,1.54680907115967,1.5410716981676,1.64788948145087
3804,黒,クロ,名詞,lower elementary,native Jap.,1.99330016776545,1.02348646277534,1.29233611062914,1.34152969266104,1.26220461017488
3805,黒い,クロイ,イ形容詞,lower elementary,native Jap.,1.64291509253364,0.929242183024428,1.05155124382601,1.05303156501659,1.12674493122883
4103,元気,ゲンキ,名詞,lower elementary,Chinese,1.82135523755791,1.16015942486634,1.44073363015587,1.49233999072427,1.56978937657242
4304,公園,コウエン,名詞,lower elementary,Chinese,2.00180338046971,1.00440759543553,1.3172851766711,1.4095872002233,1.46222488371899
4461,紅茶,コウチャ,名詞,lower elementary,Chinese,1.72446440652543,0.687772093833445,0.806851576906931,1.13826173630375,1.02156413910181
4584,五月,ゴガツ,名詞,lower elementary,Chinese,2.08004896204026,1.03380338184091,1.17068610884841,1.14494040055366,1.2019958598596
4731,午前,ゴゼン,名詞,lower elementary,Chinese,1.8808656518017,1.26516732999767,1.61408506176039,1.65253302934068,1.74021156911809
4796,今年,コトシ,名詞,lower elementary,native Jap.,2.01635751158881,1.37415478194665,1.53133529537743,1.59574128346684,1.55814085683174
4803,子供,コドモ,名詞,lower elementary,native Jap.,2.02225488088083,1.19884850865294,1.40536589692896,1.53851224994858,1.67196280312521
4902,これから,コレカラ,名詞,lower elementary,native Jap.,1.83136798734778,1.14947665120319,1.39439648265905,1.41731321055508,1.51253145637385
4948,今週,コンシュウ,名詞,lower elementary,Chinese,1.85909779716186,1.48531213788968,1.42550537208153,1.54551000301096,1.50171807445867
4968,こんな,コンナ,連体詞,lower elementary,native Jap.,1.75960753615491,0.863961303466543,0.87851007748531,1.08209944449672,1.22852170984221
4979,今晩,コンバン,名詞,lower elementary,Chinese,2.10193199697856,0.928404693074716,1.16903195818253,1.32519954788597,1.47253714582529
4982,コンビニ,コンビニ,名詞,lower elementary,foreign,1.79166372194994,0.941774553797743,1.36991951183428,1.57474090369889,1.60999502719892
4991,今夜,コンヤ,名詞,lower elementary,Chinese,2.01855787203889,1.17463712150437,1.30669996873402,1.29425221666939,1.37933281585251
5130,魚,サカナ,名詞,lower elementary,native Jap.,1.94547374839008,1.38540005080911,1.63278184057906,1.57034973538891,1.56872490707345
5175,酒,サケ,名詞,lower elementary,native Jap.,1.83324195281478,0.669820303833708,1.12174147109686,1.1507221443622,1.23640989148347
5259,雑誌,ザッシ,名詞,lower elementary,Chinese,1.82500007558694,1.03164777730487,1.18498031210235,1.21992855670706,1.14026804355492
5318,さよなら,サヨナラ,定型表現,lower elementary,定型句,1.90798921146604,0.607806033207373,1.04826669206677,1.46748506908966,1.62036821326467
5507,四月,シガツ,名詞,lower elementary,Chinese,2.08613517880078,1.43075319205194,1.4932271099991,1.55326884354259,1.51103056649709
5631,辞書,ジショ,名詞,lower elementary,Chinese,2.00826114387394,0.571731914868205,0.966415093982014,1.07806760345463,1.12263165958294
5655,静か,シズカ,ナ形容詞,lower elementary,native Jap.,1.91585098997709,0.926110154708895,1.28362111690482,1.40166007443122,1.37503842958024
5726,七月,シチガツ,名詞,lower elementary,Chinese,1.95976778720083,0.934193085587812,1.22084212512576,1.21939580647689,1.30229120661519
5844,自動車,ジドウシャ,名詞,lower elementary,Chinese,1.82942846900641,0.951046150771412,1.35818445914573,1.33722254806632,1.43584307924483
6031,写真,シャシン,名詞,lower elementary,Chinese,1.74526508046596,1.0393461664968,1.45265150623984,1.40011024364477,1.40544079869965
6095,十,ジュウ,名詞,lower elementary,Chinese,1.74957135980252,0.888833252614945,0.943793751752202,1.04752294054543,1.07363639765316
6103,十一月,ジュウイチガツ,名詞,lower elementary,Chinese,2.0679318648537,0.693601861003291,1.06381240314636,1.27594926809546,1.23436982854736
6111,十月,ジュウガツ,名詞,lower elementary,Chinese,1.91544764917129,0.851688407654929,1.18549930873735,1.25389799151398,1.30198335956821
6793,知る,シル,動詞1類,lower elementary,native Jap.,1.63815242859921,1.15783835802054,1.41830151270466,1.33786911807584,1.35279812808629
6810,白い,シロイ,イ形容詞,lower elementary,native Jap.,1.75532401446809,1.11502636569691,1.39345774334367,1.33644038785682,1.48132579553761
6921,親切,シンセツ,名詞,lower elementary,Chinese,1.92766479085645,1.0577154731399,1.32265715049653,1.40739724936099,1.41993580510406
6986,新聞,シンブン,名詞,lower elementary,Chinese,1.92848318929671,0.823625130760946,1.27477433199933,1.30900693252624,1.37502757086819
7087,水曜,スイヨウ,名詞,lower elementary,Chinese,1.78082566269966,1.36016703523319,1.45837720841759,1.53784892614902,1.51282528511192
7128,好き,スキ,名詞,lower elementary,native Jap.,2.00494152981921,1.29908196772715,1.54926291792824,1.44161223348388,1.56693962448388
7167,すし,スシ,名詞,lower elementary,native Jap.,1.81014312695264,0.820159073049728,1.1672848356599,1.32600814288362,1.41969070089083
7279,住む,スム,動詞1類,lower elementary,native Jap.,1.97001767211242,0.536569541784776,1.26408856462652,1.38657400003582,1.3133576793271
7641,ゼロ,ゼロ,名詞,lower elementary,foreign,1.9120471228193,0.877603695986652,0.926166986821949,1.17217205571367,1.10707554671536
7648,千,セン,名詞,lower elementary,Chinese,1.70597225938597,0.913077176012742,1.11069484060311,1.07687308589241,1.10737092566901
7683,先月,センゲツ,名詞,lower elementary,Chinese,2.07517333282262,0.748550704641731,0.843436878744802,1.00298499615338,1.13635650703421
7710,先週,センシュウ,名詞,lower elementary,Chinese,1.80892303492733,1.37488709932663,1.41395444424928,1.60511881226432,1.57308885575995
7734,先生,センセイ,名詞,lower elementary,Chinese,1.97819142257949,0.899209175405181,1.49979261866948,1.54073749422734,1.61251066649852
7994,そこ,ソコ,代名詞,lower elementary,native Jap.,1.9109649938882,1.04428280513114,1.16699965285606,1.51546870001959,1.47575757925949
8081,それ,ソレ,名詞,lower elementary,native Jap.,1.91975130208548,1.33397405281781,1.50013038217478,1.67244402268794,1.70126046265946
8164,大学,ダイガク,名詞,lower elementary,Chinese,2.0232487211829,1.03511546242432,1.53174982028719,1.40911433573641,1.51624473908643
8166,大学生,ダイガクセイ,名詞,lower elementary,Chinese,1.96811833548969,0.517127363758254,1.12069463053757,0.922453047490567,1.0536611619462
8543,楽しい,タノシイ,イ形容詞,lower elementary,native Jap.,1.98706759279025,0.860657887577219,1.42649263388168,1.53454041282397,1.48239045572042
8574,食べる,タベル,動詞2類,lower elementary,native Jap.,1.85763583584808,0.747485832867555,1.01262059395348,1.1869390974784,1.31483706013679
8580,卵,タマゴ,名詞,lower elementary,native Jap.,2.0879049848863,1.09078467211363,1.44220691659554,1.7112342055463,1.74052511461233
8731,小さい,チイサイ,イ形容詞,lower elementary,native Jap.,1.8839588237236,1.19464494130091,1.30968113019908,1.46255499439707,1.51613342807768
8799,父さん,トウサン,名詞,lower elementary,native Jap.,2.05929094770934,0.688382614133358,1.08399215785758,1.33829368160301,1.43808530239158
8833,茶,チャ,名詞,lower elementary,Chinese,1.88724175119404,1.02930472930602,1.1774969271972,1.46148096065586,1.42408454829057
9151,月,ツキ,名詞,lower elementary,Chinese,1.86153597239189,0.916901311091383,1.16672653965399,1.14725319935485,1.29730211928282
9181,机,ツクエ,名詞,lower elementary,native Jap.,2.11474318270076,0.938921719490151,1.23725868113389,1.19043647020543,1.30346463087417
9192,作る,ツクル,動詞1類,lower elementary,native Jap.,1.9389022504902,1.42609852450888,1.57217819446275,1.61663049974972,1.70980513562946
9282,冷たい,ツメタイ,イ形容詞,lower elementary,native Jap.,1.93722393058135,0.978349266031833,1.33226352700164,1.48430266730491,1.49706394503165
9555,テレビ,テレビ,名詞,lower elementary,foreign,2.01167188407909,1.23078082566233,1.32282135883225,1.54807277515048,1.70014527236496
9681,電話,デンワ,名詞,lower elementary,Chinese,1.81629602724911,0.9854782367073,1.29205557202039,1.42026765039801,1.4332084416609
9684,電話番号,デンワバンゴウ,名詞,lower elementary,Chinese,2.07720362414013,1.38246114244025,1.64527402036644,1.58216322873545,1.64267548725202
9891,遠い,トオイ,イ形容詞,lower elementary,native Jap.,1.83895395931836,1.19807437675715,1.29036353818875,1.53631746378379,1.52583875720638
9892,十日,トオカ,名詞,lower elementary,native Jap.,2.00431437641599,1.06871279782935,0.983473589497372,1.02487033523353,1.07591878959188
9983,時計,トケイ,名詞,lower elementary,Chinese,1.82271650213412,0.914428900126383,1.39163758429252,1.36265968868813,1.43395905418276
9990,どこ,ドコ,名詞,lower elementary,native Jap.,1.77673622530845,1.1990144342933,1.34870224158983,1.70272178071433,1.74081507433779
10073,とても,トテモ,副詞,lower elementary,native Jap.,1.82196540412851,1.37817534243899,1.33705074150048,1.39615270932135,1.50417183833883
10146,土曜,ドヨウ,名詞,lower elementary,Chinese,1.9101539283911,1.14714540943509,1.25261793586356,1.47206399626434,1.46852858938965
10229,どれ,ドレ,名詞,lower elementary,native Jap.,1.8427408043183,0.911658962375678,1.09429313779505,1.39383710750696,1.42674654353374
10255,どんな,ドンナ,連体詞,lower elementary,native Jap.,1.7176344029172,1.00278215786162,1.09308631600264,1.34286257462071,1.22300650116173
10264,ない,ナイ,イ形容詞,lower elementary,native Jap.,1.71683305361892,1.45459683090021,1.63701801536762,1.71242445088646,1.67348561940291
10369,なぜ,ナゼ,副詞,lower elementary,native Jap.,1.80577079474627,1.17156634744091,1.33463828216836,1.24054351381749,1.33993775755974
10485,何日,ナンニチ,名詞,lower elementary,hybird,1.76006760933782,0.852163620359485,0.810441059674753,1.1324799752666,1.09831514330506
10486,何人,ナンニン,名詞,lower elementary,hybird,2.03238995105558,1.03750787789641,1.21422557880438,1.38911462822721,1.42700437447303
10487,何年,ナンネン,名詞,lower elementary,hybird,2.06865438226544,0.828095126154086,1.18805850391562,1.32258568709107,1.27940690512882
10494,二,ニ,名詞,lower elementary,Chinese,1.76176890853655,1.32656640303069,1.35464989464738,1.28414520738102,1.31290686788906
10499,二階,ニカイ,名詞,lower elementary,Chinese,2.03402705906357,0.893175919820727,1.13936161340111,1.46690974227629,1.44089632698707
10503,二月,ニガツ,名詞,lower elementary,Chinese,2.02105000513735,0.816820507845947,1.19532811964753,1.27800639978198,1.19372289359133
10512,肉,ニク,名詞,lower elementary,Chinese,1.95519187458068,1.20348599184339,1.47288420550519,1.68206568465993,1.67644389142208
10560,日,ニチ,接尾辞,lower elementary,Chinese,1.86445592363798,1.40143102986299,1.49786299908316,1.38355224847091,1.48235378590099
10566,日曜,ニチヨウ,名詞,lower elementary,Chinese,1.97627377105618,1.23562470111274,1.31015752755216,1.76677124500618,1.73799490494975
10584,日本,ニッポン,名詞,lower elementary,Chinese,1.84983222066518,1.04709970173826,1.27748891817027,1.23584308014011,1.36996742413801
10585,日本語,ニホンゴ,名詞,lower elementary,Chinese,1.87186373068197,1.15021240986231,1.46604932127169,1.34198079597936,1.30836702940531
10726,猫,ネコ,名詞,lower elementary,native Jap.,2.09645247543686,1.06954434374058,1.58485740083079,1.4118695849618,1.49188923351184
10909,飲む,ノム,動詞1類,lower elementary,native Jap.,1.96049068649216,1.18470470319878,1.40183914501814,1.53530775489187,1.54686280972986
10956,はい,ハイ,感動詞,lower elementary,native Jap.,1.80911733720042,1.15631750135704,1.38655551753624,1.66156782638779,1.63923353168772
11153,初めまして,ハジメマシテ,定型表現,lower elementary,定型句,1.94761806717934,0.778518144839828,0.866048669672679,0.869929411595354,1.03818954070187
11207,八,ハチ,名詞,lower elementary,Chinese,1.94591519093558,0.972508241233491,1.12184613854422,1.10922190371929,1.10488138626503
11211,八月,ハチガツ,名詞,lower elementary,Chinese,2.01901166406072,1.05504967537934,1.10553797244598,1.0235529717839,1.21184195811706
11319,バナナ,バナナ,名詞,lower elementary,foreign,1.85891708209433,1.12211382975952,1.23240896482951,1.46142914548845,1.39631502404958
11348,母,ハハ,名詞,lower elementary,native Jap.,2.06477276320669,1.26977317338088,1.55555981789924,1.72355779854949,1.75614082450769
11379,速い,ハヤイ,イ形容詞,lower elementary,native Jap.,1.77454161983157,1.15136675915154,1.34872565719273,1.50451816949095,1.39923757297285
11485,晩御飯,バンゴハン,名詞,lower elementary,Chinese,1.9263075132457,0.792694048404563,0.998917496294155,1.72495936946603,1.52955279222606
11546,日,ヒ,接尾辞,lower elementary,Chinese,1.86846862124362,1.34798726651431,1.59527972772358,1.58373087855111,1.58403321586971
11639,低い,ヒクイ,イ形容詞,lower elementary,native Jap.,2.02925176239424,1.34096724515922,1.52706454822805,1.57470142935621,1.51645359217668
11653,飛行機,ヒコウキ,名詞,lower elementary,Chinese,2.04527221719822,0.555526745804927,1.35582240199538,0.947801178130943,1.1995878188815
11705,左,ヒダリ,名詞,lower elementary,native Jap.,1.9563693735284,1.50538285652544,1.52156179484953,1.63377393014519,1.66990549034728
11786,一つ,ヒトツ,名詞,lower elementary,native Jap.,1.9174710395733,1.45575464296521,1.45755673882749,1.5478132647533,1.55451264498612
11839,百,ヒャク,名詞,lower elementary,Chinese,1.98743972876411,1.00889146135095,1.3325884050432,1.32334845466802,1.39104921975909
11913,平仮名,ヒラガナ,名詞,lower elementary,native Jap.,1.92418252790827,0.957774737742633,1.24125680182255,1.33672562995796,1.23701720910702
11931,昼,ヒル,名詞,lower elementary,native Jap.,1.73678362749767,1.3021100593135,1.41795286059382,1.57040436667538,1.64849403810984
12190,二日,フツカ,名詞,lower elementary,native Jap.,1.91974529357708,0.795978435409959,1.0878118728991,1.19308010703021,1.20981841723418
12195,二つ,フタツ,名詞,lower elementary,native Jap.,1.97925248853158,1.03277270960497,1.31108199435082,1.24886703779243,1.31367152400476
12382,古い,フルイ,イ形容詞,lower elementary,native Jap.,1.97098025961869,1.4985071120091,1.5855899902716,1.63921901488211,1.63447361622109
12426,分,フン,接尾辞,lower elementary,Chinese,1.8049990043657,1.23246236580938,1.26879664734135,1.44059834765337,1.3855038243253
12582,部屋,ヘヤ,名詞,lower elementary,native Jap.,2.00391160204344,1.43756936350946,1.49299399977445,1.65745985661386,1.66265113724528
12616,勉強,ベンキョウ,名詞,lower elementary,Chinese,1.93229066707705,0.9996649774175,1.3504679368963,1.4043550492181,1.47388934894533
